year,players,positions,height,weight,team,nationality
1951,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1951,Vince Boryla,Vince Boryla,6-5,210,New York Knicks,United States
1951,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1951,Joe Fulks,Joe Fulks,6-5,190,San Francisco Warriors,United States
1951,Harry Gallatin,Harry Gallatin,6-6,210,New York Knicks,United States
1951,Ed Macauley,Ed Macauley,6-8,185,Boston Celtics,United States
1951,Dick McGuire,Dick McGuire,6-0,180,New York Knicks,United States
1951,Andy Phillip,Andy Phillip,6-2,195,San Francisco Warriors,United States
1951,Red Rocha,Red Rocha,6-9,185,Baltimore Bullets (BAA),United States
1951,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1951,Ralph Beard,Ralph Beard,5-10,175,Indianapolis Olympians,United States
1951,Frankie Brian,Frankie Brian,6-1,180,Tri-Cities Blackhawks,United States
1951,Bob Davies,Bob Davies,6-1,175,Rochester Royals,United States
1951,Dike Eddleman,Dike Eddleman,6-3,189,Tri-Cities Blackhawks,United States
1951,Larry Foust,Larry Foust,6-9,215,Fort Wayne Pistons,United States
1951,Alex Groza,Alex Groza,6-7,218,Indianapolis Olympians,United States
1951,George Mikan,George Mikan,6-10,245,Minneapolis Lakers,United States
1951,Vern Mikkelsen,Vern Mikkelsen,6-7,230,Minneapolis Lakers,United States
1951,Jim Pollard,Jim Pollard,6-4,185,Minneapolis Lakers,United States
1951,Fred Schaus,Fred Schaus,6-5,205,Fort Wayne Pistons,United States
1952,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1952,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1952,Joe Fulks,Joe Fulks,6-5,190,San Francisco Warriors,United States
1952,Harry Gallatin,Harry Gallatin,6-6,210,New York Knicks,United States
1952,Ed Macauley,Ed Macauley,6-8,185,Boston Celtics,United States
1952,Dick McGuire,Dick McGuire,6-0,180,New York Knicks,United States
1952,Andy Phillip,Andy Phillip,6-2,195,San Francisco Warriors,United States
1952,Red Rocha,Red Rocha,6-9,185,Syracuse Nationals,United States
1952,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1952,Fred Scolari,Fred Scolari,5-10,180,Baltimore Bullets (BAA),United States
1952,Max Zaslofsky,Max Zaslofsky,6-2,170,New York Knicks,United States
1952,Leo Barnhorst,Leo Barnhorst,6-4,190,Indianapolis Olympians,United States
1952,Frankie Brian,Frankie Brian,6-1,180,Fort Wayne Pistons,United States
1952,Bob Davies,Bob Davies,6-1,175,Rochester Royals,United States
1952,Dike Eddleman,Dike Eddleman,6-3,189,Fort Wayne Pistons,United States
1952,Larry Foust,Larry Foust,6-9,215,Fort Wayne Pistons,United States
1952,George Mikan,George Mikan,6-10,245,Minneapolis Lakers,United States
1952,Vern Mikkelsen,Vern Mikkelsen,6-7,230,Minneapolis Lakers,United States
1952,Jim Pollard,Jim Pollard,6-4,185,Minneapolis Lakers,United States
1952,Arnie Risen,Arnie Risen,6-9,200,Rochester Royals,United States
1952,Paul Walther,Paul Walther,6-2,160,Indianapolis Olympians,United States
1952,Bobby Wanzer,Bobby Wanzer,6-0,170,Rochester Royals,United States
1953,Don Barksdale,Don Barksdale,6-6,200,Baltimore Bullets (BAA),United States
1953,Carl Braun,Carl Braun,6-5,180,New York Knicks,United States
1953,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1953,Bill Gabor,Bill Gabor,5-11,170,Syracuse Nationals,United States
1953,Harry Gallatin,Harry Gallatin,6-6,210,New York Knicks,United States
1953,Neil Johnston,Neil Johnston,6-8,210,San Francisco Warriors,United States
1953,Ed Macauley,Ed Macauley,6-8,185,Boston Celtics,United States
1953,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1953,Fred Scolari,Fred Scolari,5-10,180,Baltimore Bullets (BAA),United States
1953,Paul Seymour,Paul Seymour,6-1,180,Syracuse Nationals,United States
1953,Bill Sharman,Bill Sharman,6-1,175,Boston Celtics,United States
1953,Leo Barnhorst,Leo Barnhorst,6-4,190,Indianapolis Olympians,United States
1953,Bob Davies,Bob Davies,6-1,175,Rochester Royals,United States
1953,Larry Foust,Larry Foust,6-9,215,Fort Wayne Pistons,United States
1953,Mel Hutchins,Mel Hutchins,6-6,200,Milwaukee Hawks,United States
1953,Slater Martin,Slater Martin,5-10,170,Minneapolis Lakers,United States
1953,George Mikan,George Mikan,6-10,245,Minneapolis Lakers,United States
1953,Vern Mikkelsen,Vern Mikkelsen,6-7,230,Minneapolis Lakers,United States
1953,Andy Phillip,Andy Phillip,6-2,195,Fort Wayne Pistons,United States
1953,Arnie Risen,Arnie Risen,6-9,200,Rochester Royals,United States
1953,Bobby Wanzer,Bobby Wanzer,6-0,170,Rochester Royals,United States
1954,Carl Braun,Carl Braun,6-5,180,New York Knicks,United States
1954,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1954,Ray Felix,Ray Felix,6-11,220,Baltimore Bullets (BAA),United States
1954,Harry Gallatin,Harry Gallatin,6-6,210,New York Knicks,United States
1954,Neil Johnston,Neil Johnston,6-8,210,San Francisco Warriors,United States
1954,Ed Macauley,Ed Macauley,6-8,185,Boston Celtics,United States
1954,Dick McGuire,Dick McGuire,6-0,180,New York Knicks,United States
1954,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1954,Paul Seymour,Paul Seymour,6-1,180,Syracuse Nationals,United States
1954,Bill Sharman,Bill Sharman,6-1,175,Boston Celtics,United States
1954,Bob Davies,Bob Davies,6-1,175,Rochester Royals,United States
1954,Larry Foust,Larry Foust,6-9,215,Fort Wayne Pistons,United States
1954,Mel Hutchins,Mel Hutchins,6-6,200,Fort Wayne Pistons,United States
1954,Slater Martin,Slater Martin,5-10,170,Minneapolis Lakers,United States
1954,George Mikan,George Mikan,6-10,245,Minneapolis Lakers,United States
1954,Jack Molinas,Jack Molinas,6-6,200,Fort Wayne Pistons,United States
1954,Andy Phillip,Andy Phillip,6-2,195,Fort Wayne Pistons,United States
1954,Jim Pollard,Jim Pollard,6-4,185,Minneapolis Lakers,United States
1954,Arnie Risen,Arnie Risen,6-9,200,Rochester Royals,United States
1954,Don Sunderlage,Don Sunderlage,6-1,180,Milwaukee Hawks,United States
1954,Bobby Wanzer,Bobby Wanzer,6-0,170,Rochester Royals,United States
1955,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1955,Carl Braun,Carl Braun,6-5,180,New York Knicks,United States
1955,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1955,Harry Gallatin,Harry Gallatin,6-6,210,New York Knicks,United States
1955,Neil Johnston,Neil Johnston,6-8,210,San Francisco Warriors,United States
1955,Ed Macauley,Ed Macauley,6-8,185,Boston Celtics,United States
1955,Dick McGuire,Dick McGuire,6-0,180,New York Knicks,United States
1955,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1955,Paul Seymour,Paul Seymour,6-1,180,Syracuse Nationals,United States
1955,Bill Sharman,Bill Sharman,6-1,175,Boston Celtics,United States
1955,Jack Coleman,Jack Coleman,6-7,195,Rochester Royals,United States
1955,Larry Foust,Larry Foust,6-9,215,Fort Wayne Pistons,United States
1955,Slater Martin,Slater Martin,5-10,170,Minneapolis Lakers,United States
1955,Vern Mikkelsen,Vern Mikkelsen,6-7,230,Minneapolis Lakers,United States
1955,Bob Pettit,Bob Pettit,6-9,205,Milwaukee Hawks,United States
1955,Andy Phillip,Andy Phillip,6-2,195,Fort Wayne Pistons,United States
1955,Jim Pollard,Jim Pollard,6-4,185,Minneapolis Lakers,United States
1955,Arnie Risen,Arnie Risen,6-9,200,Rochester Royals,United States
1955,Frank Selvy,Frank Selvy,6-3,180,Milwaukee Hawks,United States
1955,Bobby Wanzer,Bobby Wanzer,6-0,170,Rochester Royals,United States
1955,George Yardley,George Yardley,6-5,190,Fort Wayne Pistons,United States
1956,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1956,Carl Braun,Carl Braun,6-5,180,New York Knicks,United States
1956,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1956,Harry Gallatin,Harry Gallatin,6-6,210,New York Knicks,United States
1956,Jack George,Jack George,6-2,190,San Francisco Warriors,United States
1956,Neil Johnston,Neil Johnston,6-8,210,San Francisco Warriors,United States
1956,Red Kerr,Red Kerr,6-9,230,Syracuse Nationals,United States
1956,Ed Macauley,Ed Macauley,6-8,185,Boston Celtics,United States
1956,Dick McGuire,Dick McGuire,6-0,180,New York Knicks,United States
1956,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1956,Bill Sharman,Bill Sharman,6-1,175,Boston Celtics,United States
1956,Larry Foust,Larry Foust,6-9,215,Fort Wayne Pistons,United States
1956,Bob Harrison,Bob Harrison,6-1,190,St. Louis Hawks,United States
1956,Mel Hutchins,Mel Hutchins,6-6,200,Fort Wayne Pistons,United States
1956,Clyde Lovellette,Clyde Lovellette,6-10,234,Minneapolis Lakers,United States
1956,Slater Martin,Slater Martin,5-10,170,Minneapolis Lakers,United States
1956,Vern Mikkelsen,Vern Mikkelsen,6-7,230,Minneapolis Lakers,United States
1956,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1956,Maurice Stokes,Maurice Stokes,6-7,232,Rochester Royals,United States
1956,Bobby Wanzer,Bobby Wanzer,6-0,170,Rochester Royals,United States
1956,George Yardley,George Yardley,6-5,190,Fort Wayne Pistons,United States
1957,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1957,Carl Braun,Carl Braun,6-5,180,New York Knicks,United States
1957,Nat Clifton,Nat Clifton,6-6,220,New York Knicks,United States
1957,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1957,Harry Gallatin,Harry Gallatin,6-6,210,New York Knicks,United States
1957,Jack George,Jack George,6-2,190,San Francisco Warriors,United States
1957,Tommy Heinsohn,Tommy Heinsohn,6-7,218,Boston Celtics,United States
1957,Neil Johnston,Neil Johnston,6-8,210,San Francisco Warriors,United States
1957,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1957,Bill Sharman,Bill Sharman,6-1,175,Boston Celtics,United States
1957,Dick Garmaker,Dick Garmaker,6-3,200,Minneapolis Lakers,United States
1957,Mel Hutchins,Mel Hutchins,6-6,200,Fort Wayne Pistons,United States
1957,Clyde Lovellette,Clyde Lovellette,6-10,234,Minneapolis Lakers,United States
1957,Ed Macauley,Ed Macauley,6-8,185,St. Louis Hawks,United States
1957,Slater Martin,Slater Martin,5-10,170,St. Louis Hawks,United States
1957,Vern Mikkelsen,Vern Mikkelsen,6-7,230,Minneapolis Lakers,United States
1957,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1957,Richie Regan,Richie Regan,6-2,180,Rochester Royals,United States
1957,Maurice Stokes,Maurice Stokes,6-7,232,Rochester Royals,United States
1957,Jack Twyman,Jack Twyman,6-6,210,Rochester Royals,United States
1957,George Yardley,George Yardley,6-5,190,Fort Wayne Pistons,United States
1958,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1958,Larry Costello,Larry Costello,6-1,186,Syracuse Nationals,United States
1958,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1958,Richie Guerin,Richie Guerin,6-4,195,New York Knicks,United States
1958,Neil Johnston,Neil Johnston,6-8,210,San Francisco Warriors,United States
1958,Willie Naulls,Willie Naulls,6-6,225,New York Knicks,United States
1958,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1958,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1958,Kenny Sears,Kenny Sears,6-9,198,New York Knicks,United States
1958,Bill Sharman,Bill Sharman,6-1,175,Boston Celtics,United States
1958,Larry Foust,Larry Foust,6-9,215,Minneapolis Lakers,United States
1958,Dick Garmaker,Dick Garmaker,6-3,200,Minneapolis Lakers,United States
1958,Cliff Hagan,Cliff Hagan,6-4,210,St. Louis Hawks,United States
1958,Slater Martin,Slater Martin,5-10,170,St. Louis Hawks,United States
1958,Dick McGuire,Dick McGuire,6-0,180,Detroit Pistons,United States
1958,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1958,Gene Shue,Gene Shue,6-2,170,Detroit Pistons,United States
1958,Maurice Stokes,Maurice Stokes,6-7,232,Cincinnati Royals,United States
1958,Jack Twyman,Jack Twyman,6-6,210,Cincinnati Royals,United States
1958,George Yardley,George Yardley,6-5,190,Detroit Pistons,United States
1959,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1959,Larry Costello,Larry Costello,6-1,186,Syracuse Nationals,United States
1959,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1959,Richie Guerin,Richie Guerin,6-4,195,New York Knicks,United States
1959,Red Kerr,Red Kerr,6-9,230,Syracuse Nationals,United States
1959,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1959,Woody Sauldsberry,Woody Sauldsberry,6-7,220,San Francisco Warriors,United States
1959,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1959,Kenny Sears,Kenny Sears,6-9,198,New York Knicks,United States
1959,Bill Sharman,Bill Sharman,6-1,175,Boston Celtics,United States
1959,Elgin Baylor,Elgin Baylor,6-5,225,Minneapolis Lakers,United States
1959,Larry Foust,Larry Foust,6-9,215,Minneapolis Lakers,United States
1959,Dick Garmaker,Dick Garmaker,6-3,200,Minneapolis Lakers,United States
1959,Cliff Hagan,Cliff Hagan,6-4,210,St. Louis Hawks,United States
1959,Slater Martin,Slater Martin,5-10,170,St. Louis Hawks,United States
1959,Dick McGuire,Dick McGuire,6-0,180,Detroit Pistons,United States
1959,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1959,Gene Shue,Gene Shue,6-2,170,Detroit Pistons,United States
1959,Jack Twyman,Jack Twyman,6-6,210,Cincinnati Royals,United States
1959,George Yardley,George Yardley,6-5,190,Detroit Pistons,United States
1960,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1960,Wilt Chamberlain,Wilt Chamberlain,7-1,265,San Francisco Warriors,United States
1960,Larry Costello,Larry Costello,6-1,186,Syracuse Nationals,United States
1960,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1960,Tom Gola,Tom Gola,6-6,205,San Francisco Warriors,United States
1960,Richie Guerin,Richie Guerin,6-4,195,New York Knicks,United States
1960,Willie Naulls,Willie Naulls,6-6,225,New York Knicks,United States
1960,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1960,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1960,Bill Sharman,Bill Sharman,6-1,175,Boston Celtics,United States
1960,George Yardley,George Yardley,6-5,190,Syracuse Nationals,United States
1960,Elgin Baylor,Elgin Baylor,6-5,225,Minneapolis Lakers,United States
1960,Walter Dukes,Walter Dukes,7-0,220,Detroit Pistons,United States
1960,Dick Garmaker,Dick Garmaker,6-3,200,Minneapolis Lakers,United States
1960,Cliff Hagan,Cliff Hagan,6-4,210,St. Louis Hawks,United States
1960,Hot Rod Hundley,Hot Rod Hundley,6-4,185,Minneapolis Lakers,United States
1960,Clyde Lovellette,Clyde Lovellette,6-10,234,St. Louis Hawks,United States
1960,Chuck Noble,Chuck Noble,6-4,200,Detroit Pistons,United States
1960,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1960,Gene Shue,Gene Shue,6-2,170,Detroit Pistons,United States
1960,Jack Twyman,Jack Twyman,6-6,210,Cincinnati Royals,United States
1961,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1961,Wilt Chamberlain,Wilt Chamberlain,7-1,265,San Francisco Warriors,United States
1961,Larry Costello,Larry Costello,6-1,186,Syracuse Nationals,United States
1961,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1961,Tom Gola,Tom Gola,6-6,205,San Francisco Warriors,United States
1961,Hal Greer,Hal Greer,6-2,175,Syracuse Nationals,United States
1961,Richie Guerin,Richie Guerin,6-4,195,New York Knicks,United States
1961,Tommy Heinsohn,Tommy Heinsohn,6-7,218,Boston Celtics,United States
1961,Willie Naulls,Willie Naulls,6-6,225,New York Knicks,United States
1961,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1961,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1961,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1961,Walter Dukes,Walter Dukes,7-0,220,Detroit Pistons,United States
1961,Wayne Embry,Wayne Embry,6-8,240,Cincinnati Royals,United States
1961,Cliff Hagan,Cliff Hagan,6-4,210,St. Louis Hawks,United States
1961,Bailey Howell,Bailey Howell,6-7,210,Detroit Pistons,United States
1961,Hot Rod Hundley,Hot Rod Hundley,6-4,185,Los Angeles Lakers,United States
1961,Clyde Lovellette,Clyde Lovellette,6-10,234,St. Louis Hawks,United States
1961,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1961,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1961,Gene Shue,Gene Shue,6-2,170,Detroit Pistons,United States
1961,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1962,Paul Arizin,Paul Arizin,6-4,190,San Francisco Warriors,United States
1962,Wilt Chamberlain,Wilt Chamberlain,7-1,265,San Francisco Warriors,United States
1962,Larry Costello,Larry Costello,6-1,186,Syracuse Nationals,United States
1962,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1962,Tom Gola,Tom Gola,6-6,205,San Francisco Warriors,United States
1962,Johnny Green,Johnny Green,6-5,200,New York Knicks,United States
1962,Hal Greer,Hal Greer,6-2,175,Syracuse Nationals,United States
1962,Richie Guerin,Richie Guerin,6-4,195,New York Knicks,United States
1962,Tommy Heinsohn,Tommy Heinsohn,6-7,218,Boston Celtics,United States
1962,Sam Jones,Sam Jones,6-4,198,Boston Celtics,United States
1962,Willie Naulls,Willie Naulls,6-6,225,New York Knicks,United States
1962,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1962,Dolph Schayes,Dolph Schayes,6-7,195,Syracuse Nationals,United States
1962,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1962,Walt Bellamy,Walt Bellamy,6-11,225,Chicago Packers,United States
1962,Wayne Embry,Wayne Embry,6-8,240,Cincinnati Royals,United States
1962,Cliff Hagan,Cliff Hagan,6-4,210,St. Louis Hawks,United States
1962,Bailey Howell,Bailey Howell,6-7,210,Detroit Pistons,United States
1962,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1962,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1962,Frank Selvy,Frank Selvy,6-3,180,Los Angeles Lakers,United States
1962,Gene Shue,Gene Shue,6-2,170,Detroit Pistons,United States
1962,Jack Twyman,Jack Twyman,6-6,210,Cincinnati Royals,United States
1962,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1963,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1963,Walt Bellamy,Walt Bellamy,6-11,225,Chicago Zephyrs,United States
1963,Wilt Chamberlain,Wilt Chamberlain,7-1,265,San Francisco Warriors,United States
1963,Terry Dischinger,Terry Dischinger,6-7,189,Chicago Zephyrs,United States
1963,Bailey Howell,Bailey Howell,6-7,210,Detroit Pistons,United States
1963,Rudy LaRusso,Rudy LaRusso,6-7,220,Los Angeles Lakers,United States
1963,Tom Meschery,Tom Meschery,6-6,215,San Francisco Warriors,China
1963,Don Ohl,Don Ohl,6-3,190,Detroit Pistons,United States
1963,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1963,Guy Rodgers,Guy Rodgers,6-0,185,San Francisco Warriors,United States
1963,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1963,Lenny Wilkens,Lenny Wilkens,6-1,180,St. Louis Hawks,United States
1963,Bob Cousy,Bob Cousy,6-1,175,Boston Celtics,United States
1963,Wayne Embry,Wayne Embry,6-8,240,Cincinnati Royals,United States
1963,Tom Gola,Tom Gola,6-6,205,New York Knicks,United States
1963,Johnny Green,Johnny Green,6-5,200,New York Knicks,United States
1963,Hal Greer,Hal Greer,6-2,175,Syracuse Nationals,United States
1963,Richie Guerin,Richie Guerin,6-4,195,New York Knicks,United States
1963,Tommy Heinsohn,Tommy Heinsohn,6-7,218,Boston Celtics,United States
1963,Red Kerr,Red Kerr,6-9,230,Syracuse Nationals,United States
1963,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1963,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1963,Lee Shaffer,Lee Shaffer,6-7,220,Syracuse Nationals,United States
1963,Jack Twyman,Jack Twyman,6-6,210,Cincinnati Royals,United States
1964,Len Chappell,Len Chappell,6-8,240,New York Knicks,United States
1964,Wayne Embry,Wayne Embry,6-8,240,Cincinnati Royals,United States
1964,Tom Gola,Tom Gola,6-6,205,New York Knicks,United States
1964,Hal Greer,Hal Greer,6-2,175,Philadelphia Sixers,United States
1964,Tommy Heinsohn,Tommy Heinsohn,6-7,218,Boston Celtics,United States
1964,Sam Jones,Sam Jones,6-4,198,Boston Celtics,United States
1964,Jerry Lucas,Jerry Lucas,6-8,230,Cincinnati Royals,United States
1964,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1964,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1964,Chet Walker,Chet Walker,6-6,212,Philadelphia Sixers,United States
1964,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1964,Walt Bellamy,Walt Bellamy,6-11,225,Baltimore Bullets,United States
1964,Wilt Chamberlain,Wilt Chamberlain,7-1,265,San Francisco Warriors,United States
1964,Terry Dischinger,Terry Dischinger,6-7,189,Baltimore Bullets,United States
1964,Bailey Howell,Bailey Howell,6-7,210,Detroit Pistons,United States
1964,Don Ohl,Don Ohl,6-3,190,Detroit Pistons,United States
1964,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1964,Guy Rodgers,Guy Rodgers,6-0,185,San Francisco Warriors,United States
1964,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1964,Lenny Wilkens,Lenny Wilkens,6-1,180,St. Louis Hawks,United States
1965,Larry Costello,Larry Costello,6-1,186,Philadelphia Sixers,United States
1965,Wayne Embry,Wayne Embry,6-8,240,Cincinnati Royals,United States
1965,Johnny Green,Johnny Green,6-5,200,New York Knicks,United States
1965,Hal Greer,Hal Greer,6-2,175,Philadelphia Sixers,United States
1965,Tommy Heinsohn,Tommy Heinsohn,6-7,218,Boston Celtics,United States
1965,Luke Jackson,Luke Jackson,6-9,240,Philadelphia Sixers,United States
1965,Sam Jones,Sam Jones,6-4,198,Boston Celtics,United States
1965,Jerry Lucas,Jerry Lucas,6-8,230,Cincinnati Royals,United States
1965,Willis Reed,Willis Reed,6-9,240,New York Knicks,United States
1965,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1965,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1965,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1965,Walt Bellamy,Walt Bellamy,6-11,225,Baltimore Bullets,United States
1965,Wilt Chamberlain,Wilt Chamberlain,7-1,265,San Francisco Warriors,United States
1965,Terry Dischinger,Terry Dischinger,6-7,189,Detroit Pistons,United States
1965,Gus Johnson,Gus Johnson,6-6,230,Baltimore Bullets,United States
1965,Don Ohl,Don Ohl,6-3,190,Baltimore Bullets,United States
1965,Bob Pettit,Bob Pettit,6-9,205,St. Louis Hawks,United States
1965,Nate Thurmond,Nate Thurmond,6-11,225,San Francisco Warriors,United States
1965,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1965,Lenny Wilkens,Lenny Wilkens,6-1,180,St. Louis Hawks,United States
1966,Wilt Chamberlain,Wilt Chamberlain,7-1,265,Philadelphia Sixers,United States
1966,Hal Greer,Hal Greer,6-2,175,Philadelphia Sixers,United States
1966,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1966,Sam Jones,Sam Jones,6-4,198,Boston Celtics,United States
1966,Jerry Lucas,Jerry Lucas,6-8,230,Cincinnati Royals,United States
1966,Willis Reed,Willis Reed,6-9,240,New York Knicks,United States
1966,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1966,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1966,Adrian Smith,Adrian Smith,6-1,180,Cincinnati Royals,United States
1966,Chet Walker,Chet Walker,6-6,212,Philadelphia Sixers,United States
1966,Rick Barry,Rick Barry,6-7,205,San Francisco Warriors,United States
1966,Zelmo Beaty,Zelmo Beaty,6-9,225,St. Louis Hawks,United States
1966,Dave DeBusschere,Dave DeBusschere,6-6,220,Detroit Pistons,United States
1966,Bailey Howell,Bailey Howell,6-7,210,Baltimore Bullets,United States
1966,Rudy LaRusso,Rudy LaRusso,6-7,220,Los Angeles Lakers,United States
1966,Eddie Miles,Eddie Miles,6-4,195,Detroit Pistons,United States
1966,Don Ohl,Don Ohl,6-3,190,Baltimore Bullets,United States
1966,Guy Rodgers,Guy Rodgers,6-0,185,San Francisco Warriors,United States
1966,Nate Thurmond,Nate Thurmond,6-11,225,San Francisco Warriors,United States
1966,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1967,Rick Barry,Rick Barry,6-7,205,San Francisco Warriors,United States
1967,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1967,Bill Bridges,Bill Bridges,6-6,228,St. Louis Hawks,United States
1967,Dave DeBusschere,Dave DeBusschere,6-6,220,Detroit Pistons,United States
1967,Darrall Imhoff,Darrall Imhoff,6-10,220,Los Angeles Lakers,United States
1967,Guy Rodgers,Guy Rodgers,6-0,185,Chicago Bulls,United States
1967,Jerry Sloan,Jerry Sloan,6-5,195,Chicago Bulls,United States
1967,Nate Thurmond,Nate Thurmond,6-11,225,San Francisco Warriors,United States
1967,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1967,Lenny Wilkens,Lenny Wilkens,6-1,180,St. Louis Hawks,United States
1967,Wilt Chamberlain,Wilt Chamberlain,7-1,265,Philadelphia Sixers,United States
1967,Hal Greer,Hal Greer,6-2,175,Philadelphia Sixers,United States
1967,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1967,Bailey Howell,Bailey Howell,6-7,210,Boston Celtics,United States
1967,Jerry Lucas,Jerry Lucas,6-8,230,Cincinnati Royals,United States
1967,Don Ohl,Don Ohl,6-3,190,Baltimore Bullets,United States
1967,Willis Reed,Willis Reed,6-9,240,New York Knicks,United States
1967,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1967,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1967,Chet Walker,Chet Walker,6-6,212,Philadelphia Sixers,United States
1968,Dick Barnett,Dick Barnett,6-4,190,New York Knicks,United States
1968,Dave Bing,Dave Bing,6-3,180,Detroit Pistons,United States
1968,Wilt Chamberlain,Wilt Chamberlain,7-1,265,Philadelphia Sixers,United States
1968,Dave DeBusschere,Dave DeBusschere,6-6,220,Detroit Pistons,United States
1968,Hal Greer,Hal Greer,6-2,175,Philadelphia Sixers,United States
1968,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1968,Gus Johnson,Gus Johnson,6-6,230,Baltimore Bullets,United States
1968,Sam Jones,Sam Jones,6-4,198,Boston Celtics,United States
1968,Jerry Lucas,Jerry Lucas,6-8,230,Cincinnati Royals,United States
1968,Willis Reed,Willis Reed,6-9,240,New York Knicks,United States
